employee_id,age,department,job_role,salary,years_at_company,years_in_role,overtime,satisfaction_score,commute_distance,promotion_count,training_hours,performance_score,attrition
EMP_08840,30,Engineering,QA Analyst,79700,2,0,Yes,3,5.5,0,25.0,5,0
EMP_08841,49,Operations,Operations Analyst,74900,2,1,No,4,28.9,0,28.0,2,0
EMP_08842,40,Human Resources,Recruiter,62000,3,2,Yes,1,29.0,1,24.0,4,1
EMP_08843,34,Sales,Sales Director,159000,0,0,No,5,2.0,0,36.0,3,0
EMP_08844,21,Human Resources,HR Director,145500,1,1,No,2,,0,3.0,2,0
EMP_08845,40,Product & Design,Product Analyst,82200,1,1,No,2,2.6,0,10.0,4,0
EMP_08846,35,Human Resources,HR Director,164300,4,0,No,4,7.4,2,21.0,3,0
EMP_08847,44,Operations,Supply Chain Lead,101300,3,2,No,4,15.2,0,32.0,3,0
EMP_08848,31,Sales,Sales Director,216900,11,2,Yes,2,17.7,1,7.0,4,1
EMP_08849,42,Engineering,Tech Lead,190000,4,1,No,4,19.2,1,23.0,3,0
EMP_08850,31,Operations,Operations Analyst,60600,1,0,No,3,,0,20.0,3,0
EMP_08851,29,Sales,Sales Representative,63700,2,2,Yes,4,2.7,0,42.0,2,0
EMP_08852,31,Operations,Customer Support Specialist,48600,0,0,No,4,25.0,0,19.0,3,0
EMP_08853,26,Engineering,QA Analyst,87000,6,0,No,4,44.0,1,17.0,3,0
EMP_08854,40,Engineering,DevOps Specialist,114600,1,1,Yes,2,4.0,0,18.0,3,1
EMP_08855,39,Engineering,Senior Engineer,160900,4,4,Yes,1,22.9,0,26.0,5,1
EMP_08856,32,Engineering,DevOps Specialist,133800,3,3,No,4,24.0,1,21.0,4,0
EMP_08857,47,Sales,Sales Director,194400,0,0,No,3,,0,24.0,3,0
EMP_08858,44,Operations,Customer Support Specialist,57400,4,4,No,2,13.5,2,6.0,4,0
EMP_08859,40,Human Resources,HR Director,174000,5,5,No,3,18.1,0,36.0,4,0
EMP_08860,46,Sales,Sales Representative,112500,26,2,No,2,3.6,4,28.0,3,1
EMP_08861,21,Engineering,Senior Engineer,145000,1,1,No,4,1.7,0,16.0,4,0
EMP_08862,25,Operations,Customer Support Specialist,59200,5,3,No,2,50.3,0,26.0,3,0
EMP_08863,44,Operations,Operations Analyst,60500,0,0,Yes,5,8.0,0,28.0,3,0
EMP_08864,38,Engineering,Senior Engineer,146100,1,1,Yes,3,1.2,0,21.0,3,0
EMP_08865,37,Human Resources,HR Director,128100,0,0,No,3,2.1,0,29.0,3,0
EMP_08866,30,Product & Design,Product Analyst,87700,3,1,No,3,25.2,1,38.0,3,0
EMP_08867,31,Human Resources,HR Director,145800,2,2,No,3,55.0,0,14.0,4,0
EMP_08868,50,Engineering,Tech Lead,191200,2,0,No,3,4.7,0,15.0,5,0
EMP_08869,49,Engineering,QA Analyst,67400,1,0,Yes,4,5.4,0,38.0,3,0
EMP_08870,30,Sales,Sales Director,179100,0,0,No,3,3.0,0,9.0,4,0
EMP_08871,21,Engineering,Software Engineer,94400,0,0,No,3,9.0,0,32.0,4,1
EMP_08872,42,Product & Design,Product Analyst,72500,0,0,No,3,26.6,0,42.0,2,0
EMP_08873,47,Operations,Operations Analyst,70400,7,1,No,3,10.7,3,45.0,3,0
EMP_08874,28,Engineering,Software Engineer,100500,1,1,No,2,7.3,0,,4,0
EMP_08875,31,Engineering,Tech Lead,179200,2,2,No,5,10.1,0,24.0,3,0
EMP_08876,33,Sales,Account Executive,118800,7,7,Yes,3,10.9,3,33.0,3,1
EMP_08877,33,Operations,Supply Chain Lead,86800,1,1,No,2,9.1,0,39.0,3,1
EMP_08878,34,Engineering,QA Analyst,84900,2,2,No,4,,0,12.0,4,0
EMP_08879,32,Human Resources,HR Director,133000,0,0,No,2,9.9,0,37.0,3,0
EMP_08880,38,Sales,Sales Director,235800,5,0,Yes,3,51.7,0,27.0,4,0
EMP_08881,37,Engineering,QA Analyst,81000,1,0,No,4,9.4,0,22.0,4,0
EMP_08882,22,Sales,Sales Representative,57600,0,0,Yes,4,9.9,0,26.0,4,0
EMP_08883,21,Operations,Supply Chain Lead,98800,1,1,Yes,4,14.3,0,10.0,3,1
EMP_08884,45,Operations,Customer Support Specialist,70500,13,1,No,1,,3,44.0,3,0
EMP_08885,26,Sales,Sales Director,175200,0,0,No,2,16.1,0,37.0,3,0
EMP_08886,30,Product & Design,Product Manager,128000,2,0,No,3,41.8,0,35.0,1,0
EMP_08887,39,Engineering,Software Engineer,86300,5,4,No,4,11.0,0,33.0,3,1
EMP_08888,39,Sales,Sales Representative,46400,0,0,Yes,3,3.2,0,,3,1
EMP_08889,42,Sales,Sales Representative,62200,4,3,Yes,4,16.9,0,18.0,2,0
EMP_08890,39,Operations,Customer Support Specialist,55300,5,5,No,2,5.3,2,33.0,4,0
EMP_08891,39,Engineering,Software Engineer,96100,5,0,No,2,3.0,3,27.0,4,0
EMP_08892,25,Engineering,DevOps Specialist,125700,3,0,No,5,6.1,1,23.0,4,0
EMP_08893,39,Sales,Account Executive,149700,11,4,No,3,8.6,7,47.0,4,0
EMP_08894,37,Operations,Customer Support Specialist,58600,4,3,Yes,3,4.9,1,22.0,4,0
EMP_08895,48,Engineering,Tech Lead,195000,2,2,Yes,2,23.1,0,34.0,4,0
EMP_08896,29,Human Resources,HR Specialist,66300,1,1,Yes,1,3.9,0,16.0,3,0
EMP_08897,40,Engineering,Tech Lead,193300,4,0,Yes,3,4.2,0,28.0,3,0
EMP_08898,32,Sales,Sales Representative,71600,6,1,No,3,3.5,4,12.0,3,0
EMP_08899,35,Engineering,Software Engineer,109900,10,2,No,5,40.8,1,47.0,2,0
EMP_08900,22,Sales,Account Executive,98600,2,2,Yes,4,6.5,0,53.0,4,0
EMP_08901,23,Human Resources,HR Specialist,59300,3,3,Yes,3,19.2,2,36.0,2,0
EMP_08902,46,Human Resources,HR Specialist,65600,0,0,No,2,28.5,0,20.0,3,0
EMP_08903,45,Human Resources,HR Specialist,84100,7,0,No,4,37.0,3,44.0,3,0
EMP_08904,36,Engineering,Software Engineer,102300,8,8,Yes,3,,1,16.0,3,1
EMP_08905,38,Product & Design,UX Designer,111800,3,1,No,1,14.7,0,26.0,3,1
EMP_08906,46,Engineering,DevOps Specialist,135800,2,0,No,4,13.5,0,18.0,3,0
EMP_08907,39,Engineering,Software Engineer,101700,3,1,No,2,2.7,0,34.0,3,0
EMP_08908,46,Engineering,Senior Engineer,174700,12,12,No,3,30.6,2,25.0,3,0
EMP_08909,34,Sales,Sales Representative,77800,7,0,No,3,12.6,1,20.0,3,0
EMP_08910,48,Operations,Customer Support Specialist,51100,0,0,No,4,7.6,0,3.0,3,0
EMP_08911,44,Sales,Account Executive,96800,3,2,No,4,14.5,0,43.0,3,0
EMP_08912,45,Operations,Supply Chain Lead,101300,3,1,No,3,1.3,0,42.0,3,0
EMP_08913,32,Sales,Sales Director,197400,6,6,Yes,3,8.9,2,31.0,3,1
EMP_08914,52,Operations,Customer Support Specialist,46700,0,0,No,3,6.7,0,30.0,2,0
EMP_08915,36,Engineering,Senior Engineer,153500,3,2,No,3,22.1,2,29.0,4,0
EMP_08916,29,Sales,Sales Representative,61600,0,0,No,2,4.5,0,16.0,3,0
EMP_08917,24,Human Resources,HR Director,155700,0,0,No,2,3.7,0,7.0,4,0
EMP_08918,26,Sales,Sales Director,177400,0,0,No,4,7.4,0,32.0,3,0
EMP_08919,33,Engineering,DevOps Specialist,146700,7,0,No,3,19.2,5,33.0,4,0
EMP_08920,21,Operations,Supply Chain Lead,101500,1,1,No,2,5.8,0,20.0,4,0
EMP_08921,36,Sales,Sales Director,193900,0,0,Yes,5,1.1,0,36.0,4,0
EMP_08922,35,Product & Design,UX Designer,75500,0,0,No,1,6.0,0,50.0,1,1
EMP_08923,31,Sales,Sales Director,171200,0,0,No,3,1.5,0,45.0,3,0
EMP_08924,41,Product & Design,Product Analyst,136200,13,1,No,4,2.3,5,27.0,4,0
EMP_08925,44,Engineering,Senior Engineer,169300,4,0,No,4,13.8,1,29.0,4,0
EMP_08926,52,Sales,Account Executive,119200,7,2,Yes,2,1.3,0,46.0,3,0
EMP_08927,47,Operations,Customer Support Specialist,57500,5,5,No,1,4.3,1,17.0,3,1
EMP_08928,22,Sales,Account Executive,105700,1,0,Yes,4,7.4,0,30.0,5,0
EMP_08929,39,Engineering,Software Engineer,136200,19,0,Yes,2,1.5,7,32.0,2,0
EMP_08930,28,Engineering,Senior Engineer,157700,4,3,Yes,3,2.4,0,24.0,3,1
EMP_08931,36,Product & Design,Product Manager,125200,1,1,Yes,4,2.1,0,30.0,3,0
EMP_08932,44,Engineering,Senior Engineer,142200,0,0,No,2,19.7,0,35.0,3,0
EMP_08933,50,Operations,Operations Analyst,84000,12,0,Yes,1,3.0,3,35.0,2,1
EMP_08934,21,Operations,Supply Chain Lead,99600,1,1,No,2,7.9,0,34.0,3,0
EMP_08935,21,Human Resources,Recruiter,58700,1,1,No,2,9.3,0,15.0,2,0
EMP_08936,33,Product & Design,Product Manager,125200,2,2,No,5,13.9,0,39.0,3,0
EMP_08937,41,Engineering,DevOps Specialist,109500,8,2,Yes,3,6.6,6,16.0,2,1
EMP_08938,41,Sales,Account Executive,88400,0,0,Yes,4,4.5,0,22.0,3,0
EMP_08939,28,Product & Design,UX Designer,115800,8,1,No,3,4.4,1,5.0,3,0
EMP_08940,34,Operations,Operations Analyst,63900,0,0,No,2,28.6,0,9.0,3,0
EMP_08941,37,Engineering,Tech Lead,155600,0,0,No,2,8.6,0,24.0,2,0
EMP_08942,37,Sales,Sales Representative,92500,10,2,No,3,9.6,1,48.0,5,0
EMP_08943,28,Sales,Account Executive,112600,1,1,No,3,5.0,0,25.0,5,0
EMP_08944,53,Sales,Sales Director,183700,0,0,Yes,5,35.7,0,24.0,5,0
EMP_08945,26,Human Resources,HR Director,150900,1,1,No,4,8.9,0,15.0,2,0
EMP_08946,46,Sales,Sales Representative,65600,2,0,Yes,4,11.8,0,6.0,4,0
EMP_08947,22,Sales,Account Executive,97000,1,1,No,1,5.9,0,23.0,3,1
EMP_08948,45,Operations,Operations Analyst,85400,9,4,No,4,7.6,5,40.0,4,0
EMP_08949,44,Engineering,DevOps Specialist,142900,11,1,No,4,16.4,3,58.0,1,0
EMP_08950,29,Engineering,Software Engineer,101900,4,1,No,4,4.7,0,36.0,4,0
EMP_08951,28,Sales,Account Executive,102800,1,1,No,2,6.4,0,21.0,2,0
EMP_08952,38,Human Resources,HR Director,199300,6,0,No,4,13.2,3,37.0,3,0
EMP_08953,22,Engineering,Senior Engineer,136500,0,0,No,4,22.7,0,38.0,3,0
EMP_08954,44,Sales,Sales Representative,67900,2,2,Yes,3,6.9,0,29.0,3,1
EMP_08955,42,Product & Design,Product Analyst,85500,0,0,No,4,12.1,0,39.0,4,0
EMP_08956,42,Human Resources,Recruiter,56400,4,2,Yes,3,15.3,2,24.0,1,0
EMP_08957,34,Operations,Operations Analyst,83300,13,6,No,1,28.8,3,14.0,3,0
EMP_08958,37,Operations,Customer Support Specialist,51900,3,0,No,3,40.0,0,24.0,2,1
EMP_08959,55,Sales,Sales Representative,57300,1,1,No,4,1.0,0,27.0,3,0
EMP_08960,30,Engineering,Senior Engineer,149200,10,5,No,2,9.3,0,16.0,1,0
EMP_08961,27,Product & Design,UX Designer,98400,0,0,No,3,22.5,0,40.0,3,0
EMP_08962,36,Operations,Customer Support Specialist,58300,1,1,No,3,9.4,0,27.0,3,0
EMP_08963,30,Engineering,Software Engineer,114900,10,0,No,3,41.7,6,20.0,3,0
EMP_08964,25,Engineering,Software Engineer,87600,0,0,No,3,6.3,0,42.0,3,0
EMP_08965,36,Engineering,QA Analyst,89000,5,0,Yes,1,11.0,2,26.0,2,1
EMP_08966,48,Sales,Account Executive,117400,4,2,No,1,17.7,1,36.0,3,0
EMP_08967,31,Engineering,QA Analyst,98800,8,0,No,2,1.6,0,45.0,4,0
EMP_08968,29,Sales,Sales Director,215500,5,4,Yes,3,4.9,0,25.0,4,0
EMP_08969,38,Engineering,Software Engineer,123000,11,6,No,5,2.2,9,15.0,5,0
EMP_08970,29,Product & Design,Product Analyst,83500,3,1,Yes,4,14.1,1,29.0,3,0
EMP_08971,21,Operations,Customer Support Specialist,50500,1,1,No,4,12.1,0,0.0,3,0
EMP_08972,29,Sales,Account Executive,105000,1,0,No,3,10.8,0,35.0,3,0
EMP_08973,38,Engineering,DevOps Specialist,109600,1,1,No,2,6.4,0,35.0,4,0
EMP_08974,45,Engineering,Software Engineer,98100,2,0,No,1,30.7,0,33.0,4,1
EMP_08975,40,Sales,Account Executive,107300,3,1,Yes,1,14.5,0,14.0,4,1
EMP_08976,36,Sales,Sales Director,178000,7,5,Yes,3,14.7,3,30.0,3,0
EMP_08977,45,Engineering,DevOps Specialist,116600,3,3,No,3,3.5,0,30.0,4,0
EMP_08978,32,Operations,Supply Chain Lead,89600,2,1,No,2,4.6,0,29.0,3,0
EMP_08979,31,Engineering,QA Analyst,94500,11,0,No,2,3.1,3,33.0,3,1
EMP_08980,28,Sales,Sales Director,173100,4,4,Yes,5,1.5,0,30.0,4,0
EMP_08981,28,Sales,Sales Director,201200,3,0,No,3,7.5,0,22.0,4,0
EMP_08982,28,Product & Design,Product Analyst,92800,5,5,Yes,3,9.8,0,16.0,2,0
EMP_08983,36,Sales,Account Executive,95300,5,2,No,3,30.4,3,10.0,2,0
EMP_08984,46,Engineering,QA Analyst,82300,6,0,Yes,5,10.9,2,34.0,3,0
EMP_08985,35,Engineering,DevOps Specialist,140500,4,4,No,2,13.5,1,21.0,3,0
EMP_08986,24,Engineering,QA Analyst,74500,3,0,No,4,1.9,0,25.0,1,1
EMP_08987,32,Operations,Supply Chain Lead,96700,1,1,Yes,3,7.6,0,15.0,3,0
EMP_08988,32,Operations,Customer Support Specialist,61500,11,11,No,3,35.9,3,39.0,3,1
EMP_08989,21,Engineering,Tech Lead,180700,1,1,No,5,2.4,0,31.0,3,0
EMP_08990,26,Engineering,Senior Engineer,122400,0,0,No,3,9.5,0,9.0,4,0
EMP_08991,39,Human Resources,HR Specialist,79600,8,2,Yes,3,21.6,0,43.0,3,0
EMP_08992,32,Human Resources,Recruiter,60000,6,6,No,1,12.3,1,35.0,2,1
EMP_08993,45,Product & Design,UX Designer,97400,2,2,No,4,1.7,0,24.0,3,0
EMP_08994,40,Engineering,DevOps Specialist,126300,5,5,No,4,5.3,3,40.0,3,0
EMP_08995,42,Sales,Account Executive,102600,2,2,No,2,2.8,0,25.0,3,0
EMP_08996,25,Engineering,Software Engineer,92500,3,1,Yes,3,1.0,2,31.0,3,0
EMP_08997,36,Operations,Operations Analyst,82400,8,2,No,3,7.9,4,12.0,4,0
EMP_08998,31,Operations,Operations Analyst,75400,2,2,No,2,6.9,0,18.0,3,0
EMP_08999,44,Engineering,QA Analyst,100400,12,0,No,3,1.5,2,,3,0
EMP_09000,33,Operations,Supply Chain Lead,110900,2,0,No,2,12.6,0,22.0,3,0
EMP_09001,43,Engineering,Tech Lead,181200,1,0,No,2,7.1,0,19.0,3,1
EMP_09002,48,Engineering,QA Analyst,82500,6,5,No,3,33.6,2,19.0,3,0
EMP_09003,25,Sales,Account Executive,103100,5,5,No,3,5.6,0,31.0,2,0
EMP_09004,40,Sales,Sales Director,226400,11,2,Yes,1,2.0,4,22.0,3,0
EMP_09005,33,Engineering,Senior Engineer,137900,3,1,Yes,2,23.7,0,40.0,3,1
EMP_09006,25,Sales,Sales Director,171800,5,0,No,3,5.1,2,19.0,3,0
EMP_09007,27,Sales,Account Executive,122000,7,0,No,3,9.6,2,35.0,4,0
EMP_09008,31,Engineering,QA Analyst,80500,1,1,Yes,3,24.8,0,30.0,3,0
EMP_09009,26,Engineering,DevOps Specialist,146500,5,0,No,3,16.6,0,30.0,4,1
EMP_09010,26,Product & Design,Product Analyst,72800,1,1,No,1,42.1,0,30.0,2,1
EMP_09011,50,Operations,Supply Chain Lead,112600,8,8,No,4,3.3,2,39.0,2,0
EMP_09012,21,Engineering,Software Engineer,101100,1,1,Yes,1,22.5,0,45.0,3,0
EMP_09013,40,Human Resources,HR Director,149600,4,4,No,3,11.3,1,7.0,2,0
EMP_09014,36,Operations,Customer Support Specialist,55300,6,2,Yes,3,,2,37.0,3,0
EMP_09015,39,Human Resources,Recruiter,59900,0,0,Yes,1,2.5,0,39.0,3,0
EMP_09016,31,Engineering,QA Analyst,79000,0,0,No,3,14.7,0,20.0,4,0
EMP_09017,44,Engineering,Software Engineer,142100,18,2,No,4,25.6,7,32.0,3,0
EMP_09018,28,Sales,Sales Director,210800,4,0,Yes,2,5.1,0,15.0,4,0
EMP_09019,42,Sales,Sales Representative,70600,4,3,No,4,2.5,4,33.0,4,0
EMP_09020,39,Engineering,Tech Lead,188500,2,0,No,3,11.7,0,29.0,3,0
EMP_09021,21,Engineering,Software Engineer,85900,1,0,No,5,9.7,0,9.0,4,0
EMP_09022,25,Engineering,DevOps Specialist,94800,0,0,No,4,16.5,0,32.0,1,0
EMP_09023,34,Engineering,Tech Lead,241100,8,2,Yes,2,6.8,0,44.0,3,1
EMP_09024,30,Human Resources,HR Director,143000,0,0,No,3,11.6,0,23.0,3,0
EMP_09025,24,Engineering,QA Analyst,84000,4,4,No,1,6.0,0,32.0,2,0
EMP_09026,38,Engineering,QA Analyst,74800,3,2,Yes,3,1.6,0,44.0,2,0
EMP_09027,35,Engineering,Senior Engineer,163400,7,0,No,3,6.0,4,,2,0
EMP_09028,35,Sales,Account Executive,86100,1,1,No,4,4.6,0,40.0,2,0
EMP_09029,30,Sales,Sales Director,194500,3,2,No,3,18.9,0,35.0,3,0
EMP_09030,32,Engineering,Tech Lead,262000,12,1,No,4,26.6,2,35.0,4,0
EMP_09031,41,Product & Design,UX Designer,129800,9,0,Yes,5,21.1,1,27.0,4,0
EMP_09032,41,Engineering,QA Analyst,71700,5,4,No,4,2.3,0,49.0,3,0
EMP_09033,42,Sales,Account Executive,131100,6,0,Yes,3,13.1,1,31.0,5,0
EMP_09034,38,Engineering,QA Analyst,75400,11,1,Yes,1,9.8,1,24.0,1,1
EMP_09035,26,Product & Design,UX Designer,96500,0,0,No,5,7.9,0,38.0,3,0
EMP_09036,39,Engineering,Software Engineer,97800,0,0,Yes,4,8.1,0,13.0,3,1
EMP_09037,50,Sales,Account Executive,107400,2,0,Yes,3,4.3,0,26.0,3,1
EMP_09038,24,Sales,Sales Representative,64200,0,0,No,4,,0,36.0,3,0
EMP_09039,35,Engineering,DevOps Specialist,150400,8,0,No,3,1.2,4,38.0,3,0
EMP_09040,40,Operations,Operations Analyst,78300,3,1,No,4,2.1,4,32.0,5,0
EMP_09041,31,Product & Design,Product Manager,121300,0,0,No,4,3.6,0,16.0,1,0
EMP_09042,35,Product & Design,UX Designer,69200,0,0,Yes,2,5.0,0,,1,1
EMP_09043,38,Operations,Operations Analyst,61000,2,1,No,3,5.1,0,45.0,1,1
EMP_09044,42,Engineering,DevOps Specialist,136800,1,0,No,4,9.6,0,26.0,3,0
EMP_09045,39,Engineering,QA Analyst,74000,4,3,No,4,2.1,1,15.0,1,0
EMP_09046,39,Sales,Sales Representative,63900,3,1,Yes,1,22.1,0,28.0,3,0
EMP_09047,36,Operations,Operations Analyst,67200,2,2,No,3,9.8,0,14.0,4,1
EMP_09048,38,Sales,Sales Director,204000,6,2,Yes,3,11.8,1,,2,0
EMP_09049,46,Engineering,Software Engineer,144600,20,1,Yes,4,5.8,6,64.0,4,0
EMP_09050,21,Engineering,QA Analyst,71300,1,1,Yes,3,8.7,0,25.0,3,1
EMP_09051,30,Human Resources,HR Specialist,62900,0,0,No,5,9.7,0,24.0,4,0
EMP_09052,42,Sales,Account Executive,109700,0,0,No,4,14.1,0,31.0,4,1
EMP_09053,27,Sales,Sales Director,177200,0,0,No,3,4.3,0,38.0,4,0
EMP_09054,43,Engineering,DevOps Specialist,167400,20,0,No,3,6.8,6,,4,0
EMP_09055,27,Sales,Account Executive,107700,7,0,Yes,1,29.6,3,20.0,1,1
EMP_09056,38,Sales,Sales Director,199400,2,0,No,4,10.1,0,39.0,3,0
EMP_09057,33,Operations,Customer Support Specialist,50500,0,0,No,5,17.3,0,29.0,3,0
EMP_09058,40,Engineering,DevOps Specialist,123300,1,1,No,3,6.3,0,34.0,4,0
EMP_09059,41,Product & Design,Product Analyst,81800,1,1,No,4,28.3,0,29.0,2,0
EMP_09060,54,Sales,Account Executive,106400,3,1,No,3,2.4,1,29.0,3,0
EMP_09061,47,Engineering,Senior Engineer,147400,7,6,No,1,23.4,1,21.0,3,1
EMP_09062,37,Sales,Sales Representative,66500,6,3,No,1,3.9,2,19.0,3,1
EMP_09063,27,Engineering,Tech Lead,133800,0,0,No,4,11.8,0,32.0,3,0
EMP_09064,29,Sales,Sales Representative,56600,2,0,No,1,12.2,0,18.0,3,0
EMP_09065,31,Sales,Sales Representative,58200,1,1,No,2,,0,15.0,2,1
EMP_09066,41,Operations,Operations Analyst,76700,7,0,No,4,30.0,2,32.0,1,0
EMP_09067,21,Engineering,Tech Lead,183500,1,1,Yes,2,2.2,0,8.0,3,0
EMP_09068,42,Sales,Account Executive,174000,20,0,No,5,3.2,1,23.0,4,0
EMP_09069,36,Operations,Customer Support Specialist,69000,16,0,No,4,8.7,2,17.0,3,0
EMP_09070,40,Engineering,DevOps Specialist,108000,0,0,Yes,1,1.9,0,38.0,3,1
EMP_09071,34,Engineering,Tech Lead,241400,8,0,No,5,11.2,1,29.0,4,0
EMP_09072,32,Product & Design,Product Manager,108200,0,0,Yes,3,3.2,0,24.0,3,1
EMP_09073,33,Operations,Supply Chain Lead,89800,4,4,No,2,4.0,1,18.0,4,0
EMP_09074,41,Engineering,Senior Engineer,145000,2,2,Yes,1,2.4,0,27.0,3,0
EMP_09075,28,Engineering,DevOps Specialist,125200,5,4,Yes,2,16.3,1,9.0,2,0
EMP_09076,26,Sales,Sales Director,216400,2,1,No,3,12.5,0,25.0,3,0
EMP_09077,34,Engineering,QA Analyst,59600,2,2,No,4,8.6,0,28.0,2,0
EMP_09078,24,Engineering,QA Analyst,90600,4,0,Yes,5,10.1,2,26.0,3,1
EMP_09079,40,Engineering,DevOps Specialist,111000,4,3,No,2,3.7,1,49.0,2,0
EMP_09080,43,Operations,Supply Chain Lead,99300,2,1,Yes,4,20.0,0,19.0,4,0
EMP_09081,21,Engineering,DevOps Specialist,130000,1,0,No,5,,0,10.0,4,0
EMP_09082,42,Operations,Supply Chain Lead,100500,1,1,Yes,3,7.4,0,15.0,2,0
EMP_09083,21,Human Resources,Recruiter,57100,0,0,No,2,5.0,0,44.0,3,0
EMP_09084,56,Product & Design,UX Designer,83100,0,0,No,5,9.6,0,44.0,3,0
EMP_09085,52,Human Resources,Recruiter,55100,0,0,No,4,2.9,0,34.0,3,0
EMP_09086,36,Human Resources,HR Director,184200,3,0,No,2,,2,34.0,4,1
EMP_09087,51,Engineering,Software Engineer,92200,2,0,Yes,3,13.6,0,24.0,1,0
EMP_09088,52,Human Resources,HR Specialist,64700,3,0,No,5,10.2,2,20.0,3,0
EMP_09089,34,Engineering,QA Analyst,81200,4,0,No,4,2.1,3,21.0,3,0
EMP_09090,27,Sales,Sales Director,243600,7,2,No,5,4.6,0,30.0,4,0
EMP_09091,36,Human Resources,HR Director,150200,2,0,No,2,,0,34.0,1,0
EMP_09092,31,Human Resources,HR Director,174500,1,1,No,3,9.1,0,37.0,3,0
EMP_09093,35,Engineering,DevOps Specialist,122500,6,6,Yes,3,34.2,2,49.0,3,0
EMP_09094,26,Operations,Supply Chain Lead,101800,1,1,No,3,24.3,0,34.0,2,0
EMP_09095,37,Engineering,DevOps Specialist,150300,7,7,No,4,18.3,3,24.0,3,0
EMP_09096,23,Sales,Sales Representative,68800,3,3,Yes,2,13.0,2,46.0,3,1
EMP_09097,27,Operations,Supply Chain Lead,122200,1,1,No,3,11.2,0,31.0,4,0
EMP_09098,48,Human Resources,Recruiter,69100,3,0,No,5,10.5,2,30.0,4,0
EMP_09099,28,Engineering,QA Analyst,82900,0,0,Yes,1,18.5,0,12.0,3,1
EMP_09100,35,Engineering,Tech Lead,177600,6,2,Yes,4,4.3,1,9.0,3,0
EMP_09101,34,Engineering,QA Analyst,88100,5,2,No,2,11.5,2,26.0,3,0
EMP_09102,31,Engineering,Senior Engineer,156800,0,0,Yes,2,8.2,0,29.0,3,0
EMP_09103,46,Product & Design,UX Designer,88300,4,0,No,3,7.0,0,35.0,4,0
EMP_09104,34,Sales,Sales Representative,73300,1,0,No,3,14.1,0,,3,0
EMP_09105,34,Product & Design,Product Analyst,91600,6,2,No,4,18.0,2,49.0,4,0
EMP_09106,47,Operations,Supply Chain Lead,115100,1,1,No,5,3.5,0,,3,0
EMP_09107,41,Product & Design,Product Analyst,95600,6,3,Yes,3,,1,22.0,4,1
EMP_09108,38,Operations,Supply Chain Lead,96500,1,1,Yes,5,4.7,0,,3,0
EMP_09109,31,Product & Design,Product Analyst,82200,0,0,No,4,2.4,0,31.0,3,0
EMP_09110,40,Product & Design,Product Analyst,71500,2,2,No,5,15.6,0,28.0,2,0
EMP_09111,35,Engineering,DevOps Specialist,176100,15,1,No,4,8.9,5,16.0,3,0
EMP_09112,38,Sales,Sales Director,163400,1,1,No,5,24.5,0,33.0,3,0
EMP_09113,34,Sales,Sales Representative,68500,3,1,No,3,13.1,1,33.0,3,0
EMP_09114,41,Engineering,Software Engineer,83200,2,2,Yes,5,2.3,0,17.0,2,0
EMP_09115,37,Operations,Supply Chain Lead,111400,9,4,Yes,5,11.1,4,21.0,3,0
EMP_09116,21,Engineering,QA Analyst,80600,1,1,Yes,1,5.4,0,19.0,4,1
EMP_09117,40,Sales,Account Executive,102600,2,0,No,1,15.5,0,17.0,2,0
EMP_09118,50,Operations,Operations Analyst,83400,0,0,No,5,3.4,0,,5,0
EMP_09119,43,Engineering,Senior Engineer,147700,0,0,Yes,2,5.1,0,17.0,4,0
EMP_09120,52,Product & Design,UX Designer,100600,1,1,No,4,46.8,0,14.0,3,0
EMP_09121,42,Engineering,Senior Engineer,130300,2,2,Yes,1,1.5,0,12.0,3,1
EMP_09122,22,Engineering,DevOps Specialist,103300,2,1,No,5,5.7,0,28.0,3,0
EMP_09123,32,Sales,Account Executive,89400,1,1,Yes,4,25.5,0,66.0,3,0
EMP_09124,32,Engineering,Senior Engineer,172500,6,0,No,3,4.4,1,9.0,3,0
EMP_09125,35,Engineering,Tech Lead,156700,0,0,Yes,4,3.7,0,41.0,3,0
EMP_09126,40,Human Resources,HR Specialist,78400,6,2,Yes,2,2.1,0,39.0,4,0
EMP_09127,30,Sales,Sales Representative,74800,4,1,Yes,5,3.7,1,31.0,5,0
EMP_09128,40,Human Resources,HR Specialist,90600,9,5,No,3,9.4,4,41.0,4,1
EMP_09129,38,Product & Design,UX Designer,84500,2,1,No,4,13.2,0,43.0,3,0
EMP_09130,25,Engineering,Software Engineer,82700,1,1,Yes,5,,0,25.0,3,0
EMP_09131,37,Sales,Sales Representative,61800,4,0,No,3,4.4,0,44.0,3,0
EMP_09132,41,Product & Design,Product Manager,158100,14,0,No,5,17.3,1,27.0,4,0
EMP_09133,25,Product & Design,UX Designer,82900,3,0,Yes,4,2.0,2,34.0,2,0
EMP_09134,34,Engineering,DevOps Specialist,120100,3,3,No,4,,0,18.0,3,0
EMP_09135,54,Human Resources,HR Specialist,74200,7,1,Yes,2,5.2,1,49.0,3,0
EMP_09136,44,Engineering,DevOps Specialist,120900,1,1,No,3,7.0,0,46.0,3,0
EMP_09137,26,Sales,Sales Representative,64000,5,0,No,2,21.8,2,40.0,3,0
EMP_09138,41,Operations,Operations Analyst,86700,7,1,No,3,11.9,2,21.0,3,0
